id,chat,message_id,date,url,views,reaction_count,reaction_breakdown,text,sender_id,label,topics,primaryTopic,topics_ollama_raw,locations_ranked,tagging_error
thewesternchauvinist1:1672,thewesternchauvinist1,1672,2026-06-10T21:40:08+00:00,https://t.me/thewesternchauvinist1/1672,2056,43,"{""⚡"": 33, ""👍"": 5, ""😡"": 5}","The kosher-system has begun another round of bombing in Iran.  The Iranians are already responding with missiles.

@TheWesternChauvinist1",-1003573538640,,"['Conflict', 'Censorship Claims', 'Media Criticism', 'Street Mobilization']",Conflict,"['Conflict', 'Censorship Claims', 'Media Criticism', 'Street Mobilization']",[],
thewesternchauvinist1:1671,thewesternchauvinist1,1671,2026-06-10T20:53:43+00:00,https://t.me/thewesternchauvinist1/1671,4935,210,"{""⚡"": 155, ""🔥"": 27, ""👍"": 17, ""❤"": 9, ""🏆"": 2}","Masked man being escorted by cops in Portadown, Northern Ireland,  breaks free and escapes.

T.me/TheWesternChauvinist1",-1003573538640,,"['Censorship Claims', 'Migration', 'Street Mobilization', 'Media Criticism']",Censorship Claims,"['Censorship Claims', 'Migration', 'Street Mobilization', 'Media Criticism']",[],
thewesternchauvinist1:1670,thewesternchauvinist1,1670,2026-06-10T19:19:41+00:00,https://t.me/thewesternchauvinist1/1670,1892,161,"{""💯"": 138, ""⚡"": 18, ""❤"": 4, ""👎"": 1}","Anthony’s 35 year sentence is no victory. Austin Metcalf’s murder is a just a drop in the bucket of violence that White kids have to endure at the hands of blacks every single day.

There can be no justice until we collectively acknowledge our racial problem.",-1003573538640,,"['Street Mobilization', 'Censorship Claims', 'Media Criticism']",Street Mobilization,"['Street Mobilization', 'Censorship Claims', 'Media Criticism']",[],
thewesternchauvinist1:1669,thewesternchauvinist1,1669,2026-06-10T19:17:55+00:00,https://t.me/thewesternchauvinist1/1669,2368,37,"{""❤"": 19, ""⚡"": 12, ""👍"": 6}","Hezbollah drone hits an Israeli tank.

T.me/TheWesternChauvinist1",-1003573538640,,"['Conflict', 'Media Criticism', 'Symbols', 'Ideology']",Conflict,"['Conflict', 'Media Criticism', 'Symbols', 'Ideology']",[],
thewesternchauvinist1:1668,thewesternchauvinist1,1668,2026-06-10T17:33:50+00:00,https://t.me/thewesternchauvinist1/1668,2253,176,"{""💯"": 151, ""⚡"": 17, ""🔥"": 5, ""❤"": 2, ""😡"": 1}","The ""family"" can go to hell.  Just like the father of Austin Metcalf forgiving his sons killer.

@TheWesternChauvinist1",-1003573538640,,"['Media Criticism', 'Ideology', 'Censorship Claims', 'Street Mobilization']",Media Criticism,"['Media Criticism', 'Ideology', 'Censorship Claims', 'Street Mobilization']",[],
thewesternchauvinist1:1667,thewesternchauvinist1,1667,2026-06-10T17:32:16+00:00,https://t.me/thewesternchauvinist1/1667,1712,168,"{""😡"": 151, ""💯"": 17}","It’s absolutely not natural in any way whatsoever that this happens every single time one of these events occurs. 

@AltSkull48",-1003573538640,,"['Media Criticism', 'Censorship Claims']",Media Criticism,"['Media Criticism', 'Censorship Claims']",[],
thewesternchauvinist1:1666,thewesternchauvinist1,1666,2026-06-10T17:02:04+00:00,https://t.me/thewesternchauvinist1/1666,4671,131,"{""😡"": 113, ""💯"": 18}","A migrant non was caught on camera attacking an elderly French woman.  Don't ever let any subversive parasite trick you into thinking we are the unreasonable ones for wanting to stop this.

T.me/TheWesternChauvinist1",-1003573538640,,"['Censorship Claims', 'Migration', 'Media Criticism', 'Street Mobilization']",Censorship Claims,"['Censorship Claims', 'Migration', 'Media Criticism', 'Street Mobilization']",[],
thewesternchauvinist1:1665,thewesternchauvinist1,1665,2026-06-10T16:51:18+00:00,https://t.me/thewesternchauvinist1/1665,2402,40,"{""🔥"": 28, ""⚡"": 9, ""👍"": 3}","Iran shooting a reaper drone out of the sky.

T.me/TheWesternChauvinist1",-1003573538640,,"['Censorship Claims', 'Media Criticism', 'Conflict', 'Symbols']",Censorship Claims,"['Censorship Claims', 'Media Criticism', 'Conflict', 'Symbols']",[],
thewesternchauvinist1:1664,thewesternchauvinist1,1664,2026-06-10T13:44:31+00:00,https://t.me/thewesternchauvinist1/1664,3007,179,"{""💯"": 135, ""🏆"": 21, ""⚡"": 16, ""❤"": 4, ""👍"": 2, ""😡"": 1}","Cry harder.

T.me/TheWesternChauvinist1",-1003573538640,,"['Media Criticism', 'Censorship Claims', 'Street Mobilization', 'Ideology']",Media Criticism,"['Media Criticism', 'Censorship Claims', 'Street Mobilization', 'Ideology']",[],
thewesternchauvinist1:1663,thewesternchauvinist1,1663,2026-06-10T12:56:53+00:00,https://t.me/thewesternchauvinist1/1663,1809,111,"{""🔥"": 62, ""💯"": 29, ""⚡"": 16, ""🤝"": 4}","They’ve had enough, but will it be enough for what needs to happen?",-1003573538640,,"['Censorship Claims', 'Media Criticism', 'Street Mobilization', 'Institutions']",Censorship Claims,"['Censorship Claims', 'Media Criticism', 'Street Mobilization', 'Institutions']",[],
thewesternchauvinist1:1662,thewesternchauvinist1,1662,2026-06-10T02:29:38+00:00,https://t.me/thewesternchauvinist1/1662,7462,119,"{""❤"": 82, ""⚡"": 21, ""👍"": 9, ""🔥"": 4, ""👎"": 3}","For the youth rising up against tyranny in Belfast today.

T.me/TheWesternChauvinist1",-1003573538640,,"['Street Mobilization', 'Censorship Claims', 'Media Criticism', 'Ideology']",Street Mobilization,"['Street Mobilization', 'Censorship Claims', 'Media Criticism', 'Ideology']",[],
thewesternchauvinist1:1661,thewesternchauvinist1,1661,2026-06-10T01:54:10+00:00,https://t.me/thewesternchauvinist1/1661,2472,28,"{""🔥"": 27, ""❤"": 1}","Interceptors are being launched to attempt to stop Iranian missiles from striking a US airbase in Jordan.

T.me/TheWesternChauvinist1",-1003573538640,,"['Censorship Claims', 'Media Criticism', 'Conflict', 'Symbols']",Censorship Claims,"['Censorship Claims', 'Media Criticism', 'Conflict', 'Symbols']",[],
thewesternchauvinist1:1660,thewesternchauvinist1,1660,2026-06-10T01:35:56+00:00,https://t.me/thewesternchauvinist1/1660,2397,50,"{""🔥"": 43, ""💯"": 5, ""👍"": 2}","Iran's response has begun.  They are launching missiles at the American naval base in Bahrain.

@TheWesternChauvinist1",-1003573538640,,"['Censorship Claims', 'Conflict', 'Media Criticism', 'Street Mobilization']",Censorship Claims,"['Censorship Claims', 'Conflict', 'Media Criticism', 'Street Mobilization']",[],
thewesternchauvinist1:1659,thewesternchauvinist1,1659,2026-06-10T01:29:36+00:00,https://t.me/thewesternchauvinist1/1659,3641,187,"{""💯"": 150, ""⚡"": 22, ""🏆"": 12, ""👍"": 2, ""❤"": 1}","Not good enough.  Capital punishment wouldn't be good enough either.  There is no 1 to 1 exchange between nons and our people that would be an equal trade.  Austin's life had more value than every non in the county.

@TheWesternChauvinist1",-1003573538640,,"['Media Criticism', 'Ideology']",Media Criticism,"['Media Criticism', 'Ideology']",[],
thewesternchauvinist1:1658,thewesternchauvinist1,1658,2026-06-10T01:14:19+00:00,https://t.me/thewesternchauvinist1/1658,3789,130,"{""👎"": 79, ""🔥"": 25, ""😡"": 21, ""🏆"": 5}","Karmelo Anthony has just been sentenced to 35 years for the murder of Austin Metcalf.

T.me/TheWesternChauvinist1",-1003573538640,,['Ideology'],Ideology,['Ideology'],[],
thewesternchauvinist1:1657,thewesternchauvinist1,1657,2026-06-10T00:17:47+00:00,https://t.me/thewesternchauvinist1/1657,2297,45,"{""🔥"": 39, ""👍"": 3, ""😡"": 2, ""❤"": 1}","The kosher-system has launched another wave of attacks on Iran.  The Iranian Air Defense has shot down an American MQ9 Reaper drone, which you can see burning in the sky.

T.me/TheWesternChauvinist1",-1003573538640,,"['Censorship Claims', 'Conflict', 'Media Criticism', 'Ideology']",Censorship Claims,"['Censorship Claims', 'Conflict', 'Media Criticism', 'Ideology']",[],
thewesternchauvinist1:1656,thewesternchauvinist1,1656,2026-06-10T00:12:55+00:00,https://t.me/thewesternchauvinist1/1656,4598,130,"{""🔥"": 87, ""⚡"": 26, ""💯"": 14, ""👍"": 2, ""❤"": 1}","""Start to resist or cease to exist"" spotted in Glasgow, Scotland :)

T.me/TheWesternChauvinist1",-1003573538640,,"['Street Mobilization', 'Censorship Claims', 'Ideology', 'Symbols']",Street Mobilization,"['Street Mobilization', 'Censorship Claims', 'Ideology', 'Symbols']",[],
thewesternchauvinist1:1655,thewesternchauvinist1,1655,2026-06-09T21:59:23+00:00,https://t.me/thewesternchauvinist1/1655,1784,62,"{""😡"": 57, ""🔥"": 4, ""❤"": 1}","The kosher-system responded to Iran shooting down an Apache, by bombing several Iranian sites.  Iran has said it will be responding to the aggression of the kosher-system.

T.me/TheWesternChauvinist1",-1003573538640,,"['Conflict', 'Media Criticism', 'Censorship Claims', 'Symbols']",Conflict,"['Conflict', 'Media Criticism', 'Censorship Claims', 'Symbols']",[],
thewesternchauvinist1:1654,thewesternchauvinist1,1654,2026-06-09T21:55:12+00:00,https://t.me/thewesternchauvinist1/1654,3885,128,"{""⚡"": 81, ""🔥"": 31, ""❤"": 15, ""🏆"": 1}","More migrant homes in Belfast are set ablaze as emergency responders are stretched too thin to fight the fires.

T.me/TheWesternChauvinist1",-1003573538640,,"['Migration', 'Street Mobilization', 'Conflict', 'Censorship Claims']",Migration,"['Migration', 'Street Mobilization', 'Conflict', 'Censorship Claims']",[],
thewesternchauvinist1:1653,thewesternchauvinist1,1653,2026-06-09T21:20:50+00:00,https://t.me/thewesternchauvinist1/1653,3699,140,"{""⚡"": 98, ""🔥"": 24, ""❤"": 15, ""🏆"": 3}","A middle eastern market was also hit with a molotov.

T.me/TheWesternChauvinist1",-1003573538640,,"['Conflict', 'Media Criticism', 'Street Mobilization', 'Censorship Claims']",Conflict,"['Conflict', 'Media Criticism', 'Street Mobilization', 'Censorship Claims']",[],
thewesternchauvinist1:1652,thewesternchauvinist1,1652,2026-06-09T21:19:15+00:00,https://t.me/thewesternchauvinist1/1652,3758,127,"{""🔥"": 82, ""💯"": 17, ""⚡"": 15, ""❤"": 13}","Police vehicles were hit with molotov cocktails in Belfast.

T.me/TheWesternChauvinist1",-1003573538640,,"['Street Mobilization', 'Conflict', 'Censorship Claims', 'Migration']",Street Mobilization,"['Street Mobilization', 'Conflict', 'Censorship Claims', 'Migration']",[],
thewesternchauvinist1:1651,thewesternchauvinist1,1651,2026-06-09T21:04:35+00:00,https://t.me/thewesternchauvinist1/1651,3848,135,"{""🏆"": 75, ""⚡"": 27, ""🔥"": 21, ""❤"": 12}","Alleged migrant homes being burned in Belfast. 

T.me/TheWesternChauvinist1",-1003573538640,,"['Migration', 'Street Mobilization', 'Censorship Claims', 'Media Criticism']",Migration,"['Migration', 'Street Mobilization', 'Censorship Claims', 'Media Criticism']",[],
thewesternchauvinist1:1650,thewesternchauvinist1,1650,2026-06-09T21:01:35+00:00,https://t.me/thewesternchauvinist1/1650,3931,101,"{""🔥"": 71, ""❤"": 12, ""⚡"": 10, ""🏆"": 8}","Belfast right now.

T.me/TheWesternChauvinist1",-1003573538640,,"['Street Mobilization', 'Media Criticism', 'Symbols', 'Censorship Claims']",Street Mobilization,"['Street Mobilization', 'Media Criticism', 'Symbols', 'Censorship Claims']",[],
thewesternchauvinist1:1649,thewesternchauvinist1,1649,2026-06-09T20:56:02+00:00,https://t.me/thewesternchauvinist1/1649,3495,0,{},"Nationalists in Belfast are setting buses on fire and blocking roads.

T.me/TheWesternChauvinist1",-1003573538640,,"['Street Mobilization', 'Migration', 'Conflict', 'Ideology']",Street Mobilization,"['Street Mobilization', 'Migration', 'Conflict', 'Ideology']",[],
thewesternchauvinist1:1646,thewesternchauvinist1,1646,2026-06-09T20:52:30+00:00,https://t.me/thewesternchauvinist1/1646,3489,94,"{""⚡"": 72, ""❤"": 15, ""👍"": 4, ""🔥"": 3}","Nationalists in Glasgow had a fight with migrants.

T.me/TheWesternChauvinist1",-1003573538640,,"['Migration', 'Street Mobilization', 'Conflict', 'Symbols']",Migration,"['Migration', 'Street Mobilization', 'Conflict', 'Symbols']",[],
thewesternchauvinist1:1645,thewesternchauvinist1,1645,2026-06-09T20:46:13+00:00,https://t.me/thewesternchauvinist1/1645,3335,106,"{""❤"": 55, ""⚡"": 39, ""👍"": 9, ""🔥"": 3}","Nationalist youth in Belfast are out in the streets after a migrant tried to decapitate a man.

T.me/TheWesternChauvinist1",-1003573538640,,"['Street Mobilization', 'Migration', 'Conflict', 'Censorship Claims']",Street Mobilization,"['Street Mobilization', 'Migration', 'Conflict', 'Censorship Claims']",[],
thewesternchauvinist1:1644,thewesternchauvinist1,1644,2026-06-09T20:37:02+00:00,https://t.me/thewesternchauvinist1/1644,1877,71,"{""🔥"": 40, ""💯"": 17, ""⚡"": 11, ""👍"": 3}","This is good.  Right before the closing statements, the judge said they could find Anthony guilty of Murder OR manslaughter.  Manslaughter only carries 2-20 years.  Murder carries 5-99 or life.  Lets hope they don't lowball the sentence and give him 5.

@TheWesternChauvinist1",-1003573538640,,"['Media Criticism', 'Censorship Claims']",Media Criticism,"['Media Criticism', 'Censorship Claims']",[],
thewesternchauvinist1:1643,thewesternchauvinist1,1643,2026-06-09T20:32:43+00:00,https://t.me/thewesternchauvinist1/1643,1651,112,"{""❤"": 61, ""⚡"": 44, ""👍"": 4, ""🔥"": 3}","Karmelo Anthony Found Guilty

A Collin County jury has just returned a guilty verdict against Karmelo Anthony for the first-degree murder of Austin Metcalf. This decision followed a multi-day trial in the 296th State District Court, overseen by Judge John Roach Jr.

After approximately three hours of deliberation, the jury rejected claims of self-defense, finding that Anthony intentionally and knowingly caused Metcalf's death. Anthony was immediately remanded into the custody of the Collin County Sheriff’s Office.

The trial has now transitioned into the sentencing phase. Anthony faces a penalty of five years to life in prison.

We must accept nothing less than the maximum possible sentence for anti-White murderers.",-1003573538640,,[],Unlabeled,[],[],
thewesternchauvinist1:1642,thewesternchauvinist1,1642,2026-06-09T17:18:47+00:00,https://t.me/thewesternchauvinist1/1642,3547,55,"{""🏆"": 35, ""⚡"": 12, ""🔥"": 8}","Allegedly the Apache was trying to intercept an Iranian Shahed drone, and the drone simply smashed into it.

@TheWesternChauvinist1",-1003573538640,,"['Censorship Claims', 'Conflict', 'Media Criticism', 'Street Mobilization']",Censorship Claims,"['Censorship Claims', 'Conflict', 'Media Criticism', 'Street Mobilization']",[],
thewesternchauvinist1:1641,thewesternchauvinist1,1641,2026-06-09T17:11:50+00:00,https://t.me/thewesternchauvinist1/1641,2197,0,{},"Israeli tanks and logistics vehicles being destroyed by Hezbollah FPV drones.

T.me/TheWesternChauvinist1",-1003573538640,,"['Conflict', 'Media Criticism', 'Symbols', 'Street Mobilization']",Conflict,"['Conflict', 'Media Criticism', 'Symbols', 'Street Mobilization']",[],
thewesternchauvinist1:1639,thewesternchauvinist1,1639,2026-06-09T16:50:33+00:00,https://t.me/thewesternchauvinist1/1639,2316,46,"{""⚡"": 27, ""😡"": 14, ""🔥"": 4, ""❤"": 1}","The Iranians shot down a US Apache helicopter.  Now Trump is saying they will respond.

T.me/TheWesternChauvinist1",-1003573538640,,"['Conflict', 'Media Criticism', 'Censorship Claims', 'Symbols']",Conflict,"['Conflict', 'Media Criticism', 'Censorship Claims', 'Symbols']",[],
thewesternchauvinist1:1638,thewesternchauvinist1,1638,2026-06-09T02:31:36+00:00,https://t.me/thewesternchauvinist1/1638,3654,0,{},"The prosecution and the defense have closed their cases in the trial of Austin Metcalf's murderer.  From the tone of what I've been reading, the prosecution made the far better case.  There will be closing statements tomorrow, followed by jury deliberation.

T.me/TheWesternChauvinist1",-1003573538640,,"['Censorship Claims', 'Media Criticism', 'Migration', 'Institutions']",Censorship Claims,"['Censorship Claims', 'Media Criticism', 'Migration', 'Institutions']",[],
thewesternchauvinist1:1635,thewesternchauvinist1,1635,2026-06-08T15:27:44+00:00,https://t.me/thewesternchauvinist1/1635,2302,48,"{""🔥"": 37, ""🏆"": 5, ""❤"": 4, ""⚡"": 1, ""👍"": 1}","Israeli tank being destroyed by a Hezbollah guided missile strike.

T.me/TheWesternChauvinist1",-1003573538640,,"['Conflict', 'Media Criticism', 'Censorship Claims', 'Symbols']",Conflict,"['Conflict', 'Media Criticism', 'Censorship Claims', 'Symbols']",[],
thewesternchauvinist1:1634,thewesternchauvinist1,1634,2026-06-08T15:19:17+00:00,https://t.me/thewesternchauvinist1/1634,1582,55,"{""⚡"": 53, ""👍"": 2}",https://x.com/i/status/2063859316042416373,-1003573538640,,"['Media Criticism', 'Symbols', 'Censorship Claims']",Media Criticism,"['Media Criticism', 'Symbols', 'Censorship Claims']",[],
thewesternchauvinist1:1631,thewesternchauvinist1,1631,2026-06-08T14:56:13+00:00,https://t.me/thewesternchauvinist1/1631,1574,30,"{""⚡"": 26, ""❤"": 2, ""👎"": 2}","📍Akron
📍Dayton

We are looking for leaders to get involved in ONN. We are building a National Socialist community here, and Every single person in this matters.

Don't make us come get you🫵

Get Vetted @ONNVETTING on telegram or onnvetting@tutamail.com",-1003573538640,,"['Street Mobilization', 'Institutions', 'Ideology', 'Symbols']",Street Mobilization,"['Street Mobilization', 'Institutions', 'Ideology', 'Symbols']",[],
thewesternchauvinist1:1630,thewesternchauvinist1,1630,2026-06-08T14:22:52+00:00,https://t.me/thewesternchauvinist1/1630,2135,35,"{""🔥"": 27, ""👍"": 6, ""⚡"": 2}","Hezbollah FPV drone strikes an Israeli tank in Southern Lebanon.

T.me/TheWesternChauvinist1",-1003573538640,,"['Conflict', 'Media Criticism', 'Symbols', 'Ideology']",Conflict,"['Conflict', 'Media Criticism', 'Symbols', 'Ideology']",[],
thewesternchauvinist1:1629,thewesternchauvinist1,1629,2026-06-08T14:11:59+00:00,https://t.me/thewesternchauvinist1/1629,2131,27,"{""🔥"": 14, ""🏆"": 8, ""👍"": 4, ""⚡"": 1}","Iranian missiles being launched at Israel.

T.me/TheWesternChauvinist1",-1003573538640,,"['Censorship Claims', 'Media Criticism', 'Conflict', 'Ideology']",Censorship Claims,"['Censorship Claims', 'Media Criticism', 'Conflict', 'Ideology']",[],
thewesternchauvinist1:1628,thewesternchauvinist1,1628,2026-06-08T02:21:55+00:00,https://t.me/thewesternchauvinist1/1628,1642,26,"{""❤"": 21, ""⚡"": 5}",https://www.givesendgo.com/lets-pay-eli-tobys-fine,-1003573538640,,"['Media Criticism', 'Symbols', 'Censorship Claims']",Media Criticism,"['Media Criticism', 'Symbols', 'Censorship Claims']",[],
thewesternchauvinist1:1627,thewesternchauvinist1,1627,2026-06-08T01:27:51+00:00,https://t.me/thewesternchauvinist1/1627,2205,45,"{""😡"": 40, ""🔥"": 3, ""⚡"": 2}","The Israelis have begun launching retaliatory strikes against Iran.  Wirh cruise missiles and ballistic missiles from the sea and air.

@TheWesternChauvinist1",-1003573538640,,"['Conflict', 'Censorship Claims', 'Media Criticism', 'Street Mobilization']",Conflict,"['Conflict', 'Censorship Claims', 'Media Criticism', 'Street Mobilization']",[],
thewesternchauvinist1:1623,thewesternchauvinist1,1623,2026-06-08T01:20:46+00:00,https://t.me/thewesternchauvinist1/1623,1574,107,"{""❤"": 57, ""💯"": 38, ""⚡"": 11, ""👍"": 1}","Members of WLM NJ along with NJEHA and independent activists protested multiple Israeli flags being flown on American soil at Pier Village in Long Branch, NJ.  On the day before 59th anniversary of the USS LIBERTY attack.

NO MORE JEWISH WARS.
NO MORE MONEY TO ISRAEL.
AMERICA FOR AMERICANS.",-1003573538640,,"['Street Mobilization', 'Symbols', 'Censorship Claims', 'Ideology']",Street Mobilization,"['Street Mobilization', 'Symbols', 'Censorship Claims', 'Ideology']",[],
thewesternchauvinist1:1622,thewesternchauvinist1,1622,2026-06-07T20:43:51+00:00,https://t.me/thewesternchauvinist1/1622,2122,39,"{""⚡"": 27, ""🔥"": 9, ""🏆"": 3}","Israeli or American drone, shot down by Iranian air defense as it was monitoring missile launches.

T.me/TheWesternChauvinist1",-1003573538640,,"['Conflict', 'Media Criticism', 'Censorship Claims', 'Symbols']",Conflict,"['Conflict', 'Media Criticism', 'Censorship Claims', 'Symbols']",[],
thewesternchauvinist1:1621,thewesternchauvinist1,1621,2026-06-07T20:35:06+00:00,https://t.me/thewesternchauvinist1/1621,2051,0,{},"""Iranian missles impacting in Israel""

Iran fired 20 or so cluster bomb missiles into Israel.  Shot from 4 or 5 different missile bases, to let Israel know that are all operational.  It is alleged the Iranians shot down an Israeli drone, but there has been no Israeli counter-attack yet.

Trump is claiming Israel never told them they were attacking Beirut.  He also is saying he is going to tell Israel not to attack Iran.

T.me/TheWesternChauvinist1",-1003573538640,,"['Conflict', 'Censorship Claims', 'Media Criticism']",Conflict,"['Conflict', 'Censorship Claims', 'Media Criticism']",[],
thewesternchauvinist1:1619,thewesternchauvinist1,1619,2026-06-07T20:25:34+00:00,https://t.me/thewesternchauvinist1/1619,1992,42,"{""⚡"": 32, ""👍"": 4, ""🔥"": 4, ""❤"": 1, ""😡"": 1}","The Israelis bombed Beirut, Lebanon today, despite warnings from Iran that it would provoke retaliation.  In response, Iran has launched missiles at Israel.

T.me/TheWesternChauvinist1",-1003573538640,,"['Conflict', 'Media Criticism', 'Censorship Claims']",Conflict,"['Conflict', 'Media Criticism', 'Censorship Claims']",[],
thewesternchauvinist1:1618,thewesternchauvinist1,1618,2026-06-07T18:03:03+00:00,https://t.me/thewesternchauvinist1/1618,4033,80,"{""😡"": 76, ""🔥"": 3, ""❤"": 1}","17 year old Tyson Michael Goodsell(⚪️) was murdered during an attempted robbery by Abdikhadar Fakhi Mohidin, 20(⚫️) and two other nons, in Mankato Minnesota.

Tyson was trying to meet a ""friend"" to sell him some THC cartridges, not knowing that ""friend"" had set him up to be robbed.  The alleged friend (who is now a witness) lent his car to Abdikhadar Fakhi Mohidin, who used it during the murder.

Mohidin attempted to break Tyson's window, but failed.  According to Mohindin, Tyson drove over his foot twice.  Mohidin then fired 6 shots at Tyson's car, killing him.  Mohidin is charged with second degree murder and several other charges, as are the two other nons.

T.me/TheWesternChauvinist1",-1003573538640,,[],Unlabeled,[],[],
thewesternchauvinist1:1617,thewesternchauvinist1,1617,2026-06-07T16:49:34+00:00,https://t.me/thewesternchauvinist1/1617,2076,70,"{""🔥"": 36, ""🏆"": 21, ""⚡"": 7, ""👍"": 6}","An Israeli soldier was killed today when a man in a car carried out drive-by shootings in 3 Israeli settlements.  An Israeli security commander was also seriously injured, along with 4 other Israelis.

T.me/TheWesternChauvinist1",-1003573538640,,"['Conflict', 'Media Criticism']",Conflict,"['Conflict', 'Media Criticism']",[],
thewesternchauvinist1:1616,thewesternchauvinist1,1616,2026-06-07T02:16:37+00:00,https://t.me/thewesternchauvinist1/1616,3895,0,{},"The Pentagon sees Israeli espionage as a threat to America.  This is due to the fact that they believe Israel has been listening in to their negotiations with Iran.  The Israelis also tapped the communications of American personnel stationed in Israel.  I for one, cannot believe our greatest ally would spy on us.  Even though they've been caught doing it many times in the past and will continue doing so in the future.

T.me/TheWesternChauvinist1",-1003573538640,,"['Media Criticism', 'Censorship Claims', 'Conflict', 'Ideology']",Media Criticism,"['Media Criticism', 'Censorship Claims', 'Conflict', 'Ideology']",[],
thewesternchauvinist1:1614,thewesternchauvinist1,1614,2026-06-06T21:03:01+00:00,https://t.me/thewesternchauvinist1/1614,2186,71,"{""⚡"": 47, ""❤"": 15, ""👍"": 9}","Correction: there have been 18 Israeli soldiers killed while attempting to penetrate into Southern Lebanon since the ""ceasefire""

T.me/TheWesternChauvinist1",-1003573538640,,"['Conflict', 'Media Criticism', 'Migration', 'Censorship Claims']",Conflict,"['Conflict', 'Media Criticism', 'Migration', 'Censorship Claims']",[],
thewesternchauvinist1:1613,thewesternchauvinist1,1613,2026-06-06T20:01:21+00:00,https://t.me/thewesternchauvinist1/1613,2077,0,{},"Hezbollah has destroyed several more Israeli tanks today.  In both the video and the picture you can see Israeli tanks burning in Southern Lebanon.

T.me/TheWesternChauvinist1",-1003573538640,,"['Conflict', 'Symbols', 'Media Criticism', 'Censorship Claims']",Conflict,"['Conflict', 'Symbols', 'Media Criticism', 'Censorship Claims']",[],
thewesternchauvinist1:1611,thewesternchauvinist1,1611,2026-06-06T19:24:08+00:00,https://t.me/thewesternchauvinist1/1611,2132,0,{},"These two Israeli soldiers died today.  One of injuries sustained from a Hezbollah attack Thursday, the other killed today in Southern Lebanon.  That's 17 Israeli soldiers killed since the ""ceasefire"" began.

T.me/TheWesternChauvinist1",-1003573538640,,"['Conflict', 'Symbols', 'Media Criticism', 'Migration']",Conflict,"['Conflict', 'Symbols', 'Media Criticism', 'Migration']",[],
thewesternchauvinist1:1609,thewesternchauvinist1,1609,2026-06-06T18:51:57+00:00,https://t.me/thewesternchauvinist1/1609,2162,35,"{""⚡"": 28, ""👍"": 6, ""🔥"": 1}","Hezbollah FPV drone identifies four Israeli armored vehicles, then destroy them with a swarm of attack drones.

T.me/TheWesternChauvinist1",-1003573538640,,"['Conflict', 'Media Criticism', 'Censorship Claims', 'Symbols']",Conflict,"['Conflict', 'Media Criticism', 'Censorship Claims', 'Symbols']",[],
thewesternchauvinist1:1602,thewesternchauvinist1,1602,2026-06-05T16:54:21+00:00,https://t.me/thewesternchauvinist1/1602,1628,102,"{""🔥"": 75, ""⚡"": 18, ""❤"": 5, ""👍"": 3, ""💯"": 1}","Things are getting snoody all over. Talk to your local sportsfist guy and ask them if they know about epstein, et al. Strickland whomst paramount cut the mike for during his victory speech is calling out a Justin Goythje ufc, Israel etc. and the memes are writing themselves

@basedandconfused76",-1003573538640,,"['Censorship Claims', 'Media Criticism', 'Symbols', 'Ideology']",Censorship Claims,"['Censorship Claims', 'Media Criticism', 'Symbols', 'Ideology']",[],
thewesternchauvinist1:1601,thewesternchauvinist1,1601,2026-06-05T15:28:50+00:00,https://t.me/thewesternchauvinist1/1601,2215,0,{},"""Israeli medevac helicopters flying wounded soldiers out of Lebanon""

It has been a very bad day for the Israelis in Southern Lebanon so far today.  There have been several of what the Israelis dub ""security incidents"" today.

In addition to the dead tank captain, they have lost:

- lost communication with an engineering unit in one of the villages in southern Lebanon.

- Three officers seriously injured during security incidents in southern Lebanon.

- The commander of the Siret Givati unit was injured by Hezbollah fire this morning in Zoutar al-Sharqiyah.

- Another Israeli army soldier killed during a shooting incident.

- A ""Hermes 450"" drone in the skies of the western Bekaa region of Lebanon by a surface-to-air missile.

- Possibly 6-10 Merkava tanks.

T.me/TheWesternChauvinist1",-1003573538640,,"['Conflict', 'Media Criticism', 'Migration', 'Symbols']",Conflict,"['Conflict', 'Media Criticism', 'Migration', 'Symbols']",[],
thewesternchauvinist1:1599,thewesternchauvinist1,1599,2026-06-05T14:58:01+00:00,https://t.me/thewesternchauvinist1/1599,2275,98,"{""⚡"": 69, ""👍"": 17, ""🏆"": 7, ""🔥"": 3, ""💯"": 2}","Israeli soldier Eitan Shmuel Lemberg was killed by a Hezbollah guided missile strike on the tank he was in.  He held the rank of Captain.

T.me/TheWesternChauvinist1",-1003573538640,,"['Conflict', 'Media Criticism']",Conflict,"['Conflict', 'Media Criticism']",[],
thewesternchauvinist1:1598,thewesternchauvinist1,1598,2026-06-05T13:29:34+00:00,https://t.me/thewesternchauvinist1/1598,2237,49,"{""⚡"": 33, ""👍"": 10, ""❤"": 3, ""😡"": 2, ""🤝"": 1}","Two US naval ships tried to enter the Persian Gulf and were fired upon by Iranian anti-ship missiles and drones.  This caused the ships to leave the area.

T.me/TheWesternChauvinist1",-1003573538640,,"['Conflict', 'Censorship Claims', 'Media Criticism', 'Migration']",Conflict,"['Conflict', 'Censorship Claims', 'Media Criticism', 'Migration']",[],
