from,to,type
thewesternchauvinist12:3418,thewesternchauvinist1:1435,forward
thewesternchauvinist12:3417,thewesternchauvinist1:1434,forward
thewesternchauvinist12:3351,americanfreedomparty:1219,forward
warpigmeme:10540,realblaircottrell:7026,forward
zoomerwaffenx:8815,zoomerwaffenx:8812,reply
zoomerwaffenx:8779,zoomerwaffenx:8679,forward
patriotfrontnews:3833,patriotfrontnews:3794,link
patriotfrontnews:3833,patriotfrontnews:3749,link
patriotfrontnews:3833,patriotfrontnews:3718,link
patriotfrontnews:3794,patriotfrontnews:3718,link
patriotfrontnews:3794,patriotfrontnews:3749,link
patriotfrontnews:3718,patriotfrontnews:3709,link
whitelads:6419,whitelads:6418,reply
whitelads:6376,whitelads:6375,reply
whitelads:6310,whitelads:6309,reply
whitelads:6270,tomsewelluncensored:1128,forward
whitelads:6268,whitelads:6266,reply
whitelads:6238,nationalist13:1997,forward
whitelads:6234,whitelads:6195,reply
whitelads:6223,whitelads:6222,reply
whitelads:6162,whitelads:6161,reply
whitelads:6150,whitelads:6149,reply
whitelads:6145,whitelads:6144,reply
whitelads:6133,whitelads:6132,reply
whitelads:6131,whitelads:6129,reply
whitelads:6130,whitelads:6129,reply
realblaircottrell:7187,realblaircottrell:7186,reply
realblaircottrell:7145,realblaircottrell:7144,reply
realblaircottrell:7140,realblaircottrell:7139,reply
realblaircottrell:7135,realblaircottrell:7134,reply
realblaircottrell:7102,realblaircottrell:7100,reply
realblaircottrell:7093,realblaircottrell:7092,reply
realblaircottrell:7079,realblaircottrell:7076,reply
realblaircottrell:7057,realblaircottrell:7056,reply
realblaircottrell:7033,realblaircottrell:7032,reply
realblaircottrell:7020,realblaircottrell:7019,reply
realblaircottrell:6950,realblaircottrell:6949,reply
realblaircottrell:6907,realblaircottrell:6906,reply
