from,to,count,status,reason
wlm_usa_north_carolina,wlm_usa_arizona_chat,1,flood_wait_exceeded,flood wait 73795s exceeds maxWait=3600s
wlm_usa_north_carolina,wlmofficial,1,invalid_username,username invalid
wlm_usa_ohio,dellvett,1,flood_wait_exceeded,flood wait 74005s exceeds maxWait=3600s
wlm_usa_ohio,embracestruggleac,1,flood_wait_exceeded,flood wait 73990s exceeds maxWait=3600s
wlm_usa_ohio,realvincentjames,1,flood_wait_exceeded,flood wait 73972s exceeds maxWait=3600s
wlm_usa_ohio,smatterofficial,1,not_found,"No user has ""smatterofficial"" as username"
wlm_usa_ohio,wlm_usa_virginia,1,flood_wait_exceeded,flood wait 72912s exceeds maxWait=3600s
wlm_usa_oregon,dellvett,1,flood_wait_exceeded,flood wait 74005s exceeds maxWait=3600s
wlm_usa_pennsylvania,legioneuropa,1,flood_wait_exceeded,flood wait 72985s exceeds maxWait=3600s
wlm_usa_pennsylvania,mofficial14,1,not_found,"No user has ""mofficial14"" as username"
wlm_usa_pennsylvania,newrightnews,1,invalid_username,username invalid
wlm_usa_pennsylvania,realblaircottrell,1,flood_wait_exceeded,flood wait 73828s exceeds maxWait=3600s
wlm_usa_tennessee,ca_legion_xiv,1,flood_wait_exceeded,flood wait 72876s exceeds maxWait=3600s
wlm_usa_tennessee,dellvett,1,flood_wait_exceeded,flood wait 74005s exceeds maxWait=3600s
wlm_usa_tennessee,oldarminius,1,flood_wait_exceeded,flood wait 73025s exceeds maxWait=3600s
wlm_usa_tennessee,whitealexandriaslibrary,1,not_found,"No user has ""whitealexandriaslibrary"" as username"
wlm_usa_tennessee,wlm_usa_arizona_chat,1,flood_wait_exceeded,flood wait 73795s exceeds maxWait=3600s
wlm_usa_tennessee,wlm_usa_california_chat,1,flood_wait_exceeded,flood wait 72858s exceeds maxWait=3600s
wlm_usa_tennessee,wlm_usa_north_carolina_chat,1,flood_wait_exceeded,flood wait 72969s exceeds maxWait=3600s
wlm_usa_tennessee,wlm_usa_south_carolina_chat,1,flood_wait_exceeded,flood wait 72929s exceeds maxWait=3600s
wlm_usa_texas,europa_the_last_battle_blu_ray,1,invalid_username,username invalid
wlm_usa_texas,mofficial14,1,not_found,"No user has ""mofficial14"" as username"
wlm_usa_texas,newrightnews,1,invalid_username,username invalid
wlm_usa_texas,realblaircottrell,1,flood_wait_exceeded,flood wait 73828s exceeds maxWait=3600s
wlm_usa_texas2,elivesmatterofficial,1,not_found,"No user has ""elivesmatterofficial"" as username"
wlm_usa_texas2,europa_the_last_battle_blu_ray,1,invalid_username,username invalid
wlm_usa_texas2,itelivesmatterofficial,1,not_found,"No user has ""itelivesmatterofficial"" as username"
wlm_usa_texas2,realblaircottrell,1,flood_wait_exceeded,flood wait 73828s exceeds maxWait=3600s
wlm_usa_washington2,dellvett,1,flood_wait_exceeded,flood wait 74005s exceeds maxWait=3600s
wlm_usa_washington2,mofficial14,1,not_found,"No user has ""mofficial14"" as username"
wlm_usa_washington2,wlm_it_ch_admin,1,flood_wait_exceeded,flood wait 73578s exceeds maxWait=3600s
wlm_usa_wisconsin,newrightnews,1,invalid_username,username invalid
wlm_usa_wisconsin,smatterofficial,1,not_found,"No user has ""smatterofficial"" as username"
wlm_usa_wisconsin,wlm_usa_illinois_chat,1,flood_wait_exceeded,flood wait 73561s exceeds maxWait=3600s
wlm_usa_wisconsin,wlm_usa_virginia,1,flood_wait_exceeded,flood wait 72912s exceeds maxWait=3600s
wlm_usa_wisconsin,wlm_usa_virginia_chat,1,flood_wait_exceeded,flood wait 72894s exceeds maxWait=3600s
wlmofficial14,ivesmatterofficial,1,not_found,"No user has ""ivesmatterofficial"" as username"
wlmofficial14,lmofficial,1,invalid_username,username invalid
wlmofficial14,wlmofficial,1,invalid_username,username invalid
