id,chat,message_id,date,url,views,reaction_count,reaction_breakdown,text,sender_id,label
jungenationalisten:4485,jungenationalisten,4485,2025-09-24T07:23:57+00:00,https://t.me/jungenationalisten/4485,2740,50,"{""👍"": 38, ""❤"": 11, ""🔥"": 1}","Wer sich für die HEIMAT entscheidet, verpflichtet sich zu einem ehrhaften Verhalten. Wer gegen elementare Grundsätze des menschlichen Miteinanders verstößt, schließt sich selbst aus unserer Mitte aus. Wer jedoch aufrecht und stolz mit uns gemeinsam für ein besseres Deutschland streiten will, ist herzlich in unseren Reihen willkommen:
👉🏼 https://die-heimat.de/ehrenkodex/",-1001180598066,
jungenationalisten:4484,jungenationalisten,4484,2025-09-24T06:09:41+00:00,https://t.me/jungenationalisten/4484,2947,31,"{""👍"": 27, ""❤"": 4}","📢 🤝 Kommt Freitag zum Offenen Abend von HEIMAT Dortmund und HEIMAT-Jugend in Dorstfeld - um 19.30 Uhr geht es los!

Adresse auf Anfrage: Nutzt unser Kontaktprofil @HeimatDo!

Komm auch DU 🫵🏼 zum Offenen Abend und vernetze Dich! Tauscht Euch aus, informiert Euch über unsere Ziele/Forderungen und verbringt einen angenehmen Abend im Kreise von stabilen Deutschen.

Private Veranstaltung +++ Kein Zutritt für Presse, Antifa & Co.!

⚫️🟡 HEIMAT Dortmund - @dortmundsrechte",-1001180598066,
jungenationalisten:4483,jungenationalisten,4483,2025-09-23T14:41:31+00:00,https://t.me/jungenationalisten/4483,2726,72,"{""❤"": 51, ""👍"": 15, ""👏"": 4, ""🔥"": 2}","CSD in Döbeln? 
Wir halten dagegen!
@jungenationalisten 🇩🇪 

Immer aggressiver frisst sich die Genderpropaganda wie ein Gift in unsere Gesellschaft. Sie führt einen Krieg gegen die biologische Realität und gegen die traditionelle Familie. Kaum eine Werbung, die nicht mit transsexuellen Gestalten kokettiert. Fußballspiele beginnen nicht mehr mit Stolz, sondern mit Kniefällen und Regenbogenfahnen. 

Abtreibung wird als Freiheit verkauft, das Töten ungeborenen Lebens zur Tugend erhoben. Mann und Frau werden abgeschafft, ersetzt durch eine künstliche Konstruktion zahlloser „Geschlechter“. Und selbst unsere Sprache wird verstümmelt – die Gendersprache soll uns aufgezwungen und zum neuen Standard erhoben werden.

Darum sind wir heute auf der Straße und zeigen Haltung! 

Folgt uns bei Telegram, denn wir vernetzen und informieren den Widerstand! Hier geht's zum Kanal: 
https://t.me/WiderstandinAktion 🥁",-1001180598066,
jungenationalisten:4474,jungenationalisten,4474,2025-09-23T11:33:21+00:00,https://t.me/jungenationalisten/4474,3147,43,"{""❤"": 32, ""👍"": 11}","Freunde, es ist Sommer ☀️

Hier habt ihr alle unsere Hemden👕 im Überblick:
🇩🇪 „Kämpfen für Europa“
🥁 „Freiheitskämpfer“
🔥 „Heimat schützen“
🇩🇪 „Stärke Körper und Geist“
🥁 „Heimatliebe“
🔥 „Wanderjugend“
🇩🇪 „Ahnenkult“
🥁 „Jugendbewegung“
🔥 „Antikapitalisten aus Tradition“

Welches ist euer Favorit? 😏

- Material für Aktivisten- 📢💪🏻
Folgt uns: https://t.me/Frontdienst",-1001180598066,
jungenationalisten:4473,jungenationalisten,4473,2025-09-22T17:31:08+00:00,https://t.me/jungenationalisten/4473,3314,141,"{""❤"": 114, ""👍"": 20, ""🔥"": 6, ""👏"": 1}","Die Thüringer JN schickt deutsche Grüße aus Jamel (MuP).
@jungenationalisten 

Junge Nationalisten Thüringen:
Folgt uns bei Telegram!",-1001180598066,
jungenationalisten:4472,jungenationalisten,4472,2025-09-19T08:10:17+00:00,https://t.me/jungenationalisten/4472,4376,66,"{""❤"": 51, ""👍"": 14, ""🔥"": 1}","Döbeln: Für eine Jugend ohne Identitätsstörung!
@jungenationalisten 🇩🇪

Wir wachsen in einer Zeit auf, in der uns ständig eingeredet wird, wir müssten uns neu erfinden. Überall prasselt die Botschaft auf uns ein: Sei anders, sei schriller, sei jemand, der du eigentlich gar nicht bist. Wer heute einfach Junge oder Mädchen sein will, wer Heimat, Familie und klassische Rollenbilder wertschätzt, wird sofort abgestempelt – als altmodisch, als rückständig.

Heimat, Familie und Nation statt CSD-Zirkus!

Wir sehen und morgen den 20.09 in Döbeln. 

Kommt ab 13:00 Uhr zum Hauptbahnhof. Genauer gesagt: Eisenbahnstraße – gegenüber Hotel Weiße Taube. Dort ist unser Startpunkt.

Folgt uns bei Telegram, denn wir vernetzen und informieren den Widerstand! Hier geht's zum Kanal: 
https://t.me/WiderstandinAktion 🥁",-1001180598066,
jungenationalisten:4470,jungenationalisten,4470,2025-09-17T11:39:16+00:00,https://t.me/jungenationalisten/4470,5352,71,"{""👏"": 62, ""👍"": 8, ""❤"": 1}","Na, wer hat seinen Lehrern wieder zu viel vom Wochenende erzählt? 😎🥾
@jungenationalisten 🇩🇪

(…)Und: Schüler aus dem Kreis Gifhorn schwärmten ihr von tollen Wanderausflügen der Jungen Nationalisten vor.(…)

Ihr wollt euren Lehrern auch mal was vorschwärmen?
Dann los: 
Werdet Teil der rebellischen Jugend!

https://www.waz-online.de/lokales/gifhorn-lk/gifhorn/schueler-wandern-mit-den-jungen-nationalisten-25WGWXZ5WHCQRUXMTKGXCUVWOI.html",-1001180598066,
jungenationalisten:4469,jungenationalisten,4469,2025-09-17T09:42:06+00:00,https://t.me/jungenationalisten/4469,3716,51,"{""❤"": 35, ""👍"": 15, ""🔥"": 1}","Deine Spende hält der rebellischen Jugend den Rücken frei!
@jungenationalisten 🇩🇪

Als Junge Nationalisten sammeln und bündeln wir die idealistische deutsche Jugend und stehen damit in direkter politischer Frontlage zum herrschenden System und seinen Knechten.
Mit jedem Schritt, den wir vorankommen, steigt der Hass unserer Feinde. Unsere Spenden fließen komplett in den politischen Kampf und dienen der Repressionsabwehr.

Du möchtest uns unterstützen?
Entweder einmalig oder als Dauerauftrag an:
Junge Nationalisten
DE22 8505 5000 0500 1494 37",-1001180598066,
jungenationalisten:4468,jungenationalisten,4468,2025-09-16T07:04:32+00:00,https://t.me/jungenationalisten/4468,3470,50,"{""🔥"": 31, ""👍"": 12, ""❤"": 7}","Heimat- und Jugendstammtisch im Großraum Gera
@jungenationalisten 

Hiermit laden wir alle heimattreuen Kräfte zu unserem nächsten Stammtisch am 04.10.2025 im Großraum Gera ein.

Neben dem kameradschaftlichen Beisammensein informieren wir euch über weitere Veranstaltungen und bringen euch auf den neusten Stand unserer politischen Arbeit. 

Anmeldung per:

Threema -> 7WBMVKFR

E - Post -> thueringen@aktion-widerstand.de

Beginn ist 16Uhr. Wir freuen uns auf euch!

Junge Nationalisten Thüringen:
Folgt uns bei Telegram!",-1001180598066,
jungenationalisten:4467,jungenationalisten,4467,2025-09-15T11:04:58+00:00,https://t.me/jungenationalisten/4467,3371,77,"{""🔥"": 44, ""❤"": 22, ""👍"": 8, ""👏"": 3}","Demonstration gegen den CSD in Döbeln! @jungenationalisten

„HEIMAT fängt beim Kinde an – mit Mutter, Vater, Frau und Mann!“

Folgt uns bei Telegram, denn wir vernetzen und informieren den Widerstand! Hier geht's zum Kanal: 
https://t.me/WiderstandinAktion 🥁",-1001180598066,
jungenationalisten:4462,jungenationalisten,4462,2025-09-14T15:09:37+00:00,https://t.me/jungenationalisten/4462,3597,72,"{""❤"": 45, ""👏"": 16, ""👍"": 8, ""🔥"": 3}","Gestern fand wieder eine kooperative Aktion der Standorte Thüringen und Sachsen-Anhalt statt . 
Die Aktivisten trafen sich im  schönen Städtchen Sangerhausen um Flugblätter und Plakate zu verteilen, welche sie auch zu hunderten los wurden . 
Auch an die ansässige Jugend wurde Material freudig und in Massen ausgehändigt . 

Nach der Aktion entschloss man sich noch spontan die große Nordhalde zu besteigen um den Ausblick aufs schöne Mansfelder Land zu genießen .

t.me/JN_Sachsen_Anhalt 
@jungenationalisten",-1001180598066,
jungenationalisten:4461,jungenationalisten,4461,2025-09-13T12:05:03+00:00,https://t.me/jungenationalisten/4461,3498,41,"{""👍"": 33, ""❤"": 8}","🇩🇪 Erfolgreicher Aktionstag im Ruhrgebiet! 🇩🇪 

Am 12.09.2025 hat die nationale Opposition im Ruhrgebiet mit 3 Kundgebungen, 1 Offenen Abend und 1 Demonstration einen erfolgreichen Aktionstag hinter sich gebracht. 

Den Anfang machten Wahlkampfkundgebungen zur Wahl des Ruhrparlamentes in den Innenstädten von Dortmund, Bochum und Essen. An gut besuchten Plätzen informierten Redner und Unterstützer über die Ziele und Forderungen der HEIMAT und ließen sich auch von Gegenprotesten nicht beeindrucken. Auf den Kundgebungen sprachen Claus Cremer, Sascha Krolzig, Jens Oberste-Berghaus, Sven Skoda und Raik Helm. 

Im Anschluss kam es in E-Kray erneut zu einem „Offenen Abend“ unserer JN, welcher mit über 70 Teilnehmer einmal mehr sehr gut besucht war. Da auch diesmal Linksextremisten die Ruhe im Stadtteil störten und im Vorfeld großmäulig versuchten eine Drohkulisse aufzubauen, wurde bereits im Vorfeld eine Demonstration durch Kray angemeldet, um deutlich zu machen, dass die dt. Jugend sich nicht einschüchtern lässt. Zudem wurde auch hier darauf hingewiesen, dass am 14.09. auch junge Menschen (mind. 16) zu den Kommunalwahlen wählen dürfen und ihr Kreuz bei der HEIMAT setzen können.  💪🏻

—-
➡️ Kanal folgen und informiert bleiben: @heimatnrw",-1001180598066,
jungenationalisten:4457,jungenationalisten,4457,2025-09-13T10:25:36+00:00,https://t.me/jungenationalisten/4457,2967,23,"{""👍"": 21, ""❤"": 2}","🇩🇪 UDO VOIGT – PRÄGUNG FÜR DIE EWIGKEIT 🕯

Am 17. Juli 2025 verstarb unser langjähriger Vorsitzender Udo Voigt (*14. April 1952 – †17. Juli 2025). Über Jahrzehnte prägte er unsere Bewegung – als Parteivorsitzender von 1996 bis 2011, zuletzt als stv. Vorsitzender. Sein Weg war geradlinig, sein Wirken tief – ein bleibendes Vermächtnis.

Zu seinem ehrenden Gedenken erscheint demnächst eine handgeprägte Silbermedaille aus dem sächsischen Erzgebirge – ein kunstvolles Andenken von bleibendem ideellen Wert, schon bald sicherlich ein begehrtes Sammlerstück.

🔹 Feinsilber 999/1000 – 1/2 Unze
🔹 28 mm Durchmesser,
🔹 Vorderseite: Udo Voigt mit Lebensdaten
🔹 Rückseite: HEIMAT – Frieden. Freiheit. Identität.
🔹 Lieferung gekapselt, mit Echtheitszertifikat & edler Verpackung
🔹 Preis: 75,- €
🔹 10 % des Erlöses gehen an die Familie Voigt

⚠️ Frühzeitige Vorbestellung sichert Ihnen rechtzeitig zum Jahresende ein Stück Erinnerung an einen unbeirrbaren Kämpfer für Volk und Vaterland.

➡️ Jetzt hier vorbestellen ⬅️",-1001180598066,
jungenationalisten:4448,jungenationalisten,4448,2025-09-11T13:34:21+00:00,https://t.me/jungenationalisten/4448,3352,96,"{""👍"": 67, ""🔥"": 15, ""❤"": 14}","Demonstration gegen den CSD in Freiberg!
@jungenationalisten 🇩🇪

Starke Worte und heimatverbundene Musik begleiteten am Wochenende unsere Demo in Freiberg!
Auf unserer Seite stehen Deutsche, die sich aktiv für den Erhalt, die Förderung und den Schutz gesunder Familien einsetzen und sich der Homo-, Trans- und Genderlobby entgegenstellen. 

Auf der anderen Seite weltfremde, schrille und familienzerstörende Gestalten, angeführt von Linksextremisten! Bilder sprechen mehr als 1000 Worte - schaut einfach selbst!

„HEIMAT fängt beim Kinde an – mit Mutter, Vater, Frau und Mann!“

Folgt uns bei Telegram, denn wir vernetzen und informieren den Widerstand! Hier geht's zum Kanal: 
https://t.me/WiderstandinAktion 🥁",-1001180598066,
jungenationalisten:4447,jungenationalisten,4447,2025-09-10T17:30:35+00:00,https://t.me/jungenationalisten/4447,3534,102,"{""❤"": 71, ""👍"": 23, ""🔥"": 8}","Der Nationalismus ist nicht nur auf die Grenzen der BRD beschränkt. Auch auf Internationaler Ebene heißt es Kontakte zu knüpfen und sich für ein Miteinander zu engagieren. 

Der politische Kampf der Zukunft wird ein europäischer Kampf sein, denn WIR müssen dafür sorgen, dass Europa weiß bleibt!
#Niederlande #Europa #Deutschland 

—
@JN_Westverband",-1001180598066,
jungenationalisten:4446,jungenationalisten,4446,2025-09-09T17:48:11+00:00,https://t.me/jungenationalisten/4446,3710,126,"{""❤"": 92, ""👍"": 28, ""🔥"": 6}","Deutsche Kinder braucht das Land!
@jungenationalisten 
 
Die Geburtenrate ist so niedrig wie noch nie!
2024 bekam eine Frau 1,35 Kinder, was der niedrigste Stand seit Beginn der Aufzeichnungen ist.
Wenig verwunderlich, wenn man sieht, welche Steine einem, dieser volksfeindliche Staat, in dem Weg legt.

Daher sagen und fordern wir: 

Die kleinste Gemeinschaft innerhalb unseres Volkes ist die Familie. Auf ihr fußen Volk und Staat, weshalb der Familie auch die besondere Zuwendung und Fürsorge des Staates zuteil werden muß. Ihren natürlichen Ausdruck findet die Familie in der Ehe mit Kindern. Dies begründet den besonderen Schutz von Familie und Ehe. Homosexuelle Lebenspartnerschaften bilden keine Familie und dürfen nicht gefördert werden. Kinder brauchen Mutter und Vater für eine gesunde Entwicklung, aber auch alleinerziehende deutsche Mütter und Väter verdienen staatliche Unterstützung.

Zum ganzen Bericht -> HIER 

Junge Nationalisten Thüringen:
Folgt uns bei Telegram!",-1001180598066,
jungenationalisten:4445,jungenationalisten,4445,2025-09-08T16:42:53+00:00,https://t.me/jungenationalisten/4445,3873,56,"{""👍"": 40, ""❤"": 10, ""👏"": 5, ""🔥"": 1}","Komm vorbei, vernetze dich, tausche dich mit Gleichgesinnten aus und zeige erneut das es eine stabile Jugend gibt, die keinen Bock auf das links-grüne Geschwätz und die derzeitigen Zustände auf unseren Straßen hat. 

Starker Geist und fester Wille sind unsere Devisen. Daher lassen wir uns von Gegenprotest und staatlichen Schikanen, die beim letzten Mal einen Höhepunkt erreichten, nicht unterkriegen. 

Steh auf und wehr dich, zeig Gesicht und sei bereit etwas verändern zu wollen, denn nur der Freiheit gehört unser Leben! 

Komm also auch DU🫵🏼

—
@JN_Westverband",-1001180598066,
jungenationalisten:4444,jungenationalisten,4444,2025-09-07T08:50:57+00:00,https://t.me/jungenationalisten/4444,3666,62,"{""🔥"": 47, ""👍"": 12, ""👏"": 3}","Ihr wollt immer auf dem neusten Stand unserer Aktivitäten im Freistaat sein?
Ihr wollt das noch mehr Menschen sehen, was die rebellische Jugend Woche für Woche für ein freies und souveränes Deutschland macht?
@jungenationalisten 

Dann unterstützt unseren Telegramkanal!",-1001180598066,
jungenationalisten:4443,jungenationalisten,4443,2025-09-05T14:52:28+00:00,https://t.me/jungenationalisten/4443,3542,62,"{""🔥"": 47, ""👍"": 11, ""❤"": 4}","Für eine Jugend ohne Identitätsstörung!
@jungenationalisten 🇩🇪

Wir wachsen in einer Zeit auf, in der uns ständig eingeredet wird, wir müssten uns neu erfinden. Überall prasselt die Botschaft auf uns ein: Sei anders, sei schriller, sei jemand, der du eigentlich gar nicht bist. Wer heute einfach Junge oder Mädchen sein will, wer Heimat, Familie und klassische Rollenbilder wertschätzt, wird sofort abgestempelt – als altmodisch, als rückständig.

Gleichzeitig hat sich der CSD von einem Einsatz für gleiche Rechte zu einer Bühne für schrille Selbstdarstellung und ideologische Experimente verwandelt. Aus dem Ruf nach Freiheit ist ein Druck zur Identitätsauflösung geworden. Statt Klarheit bekommen Jugendliche ein Chaos aus immer neuen Begriffen, das mehr Verwirrung stiftet als Orientierung gibt.

Doch es gibt eine Gegenbewegung. Immer mehr junge Menschen sagen: Schluss damit! Wir lassen uns unsere Wurzeln, unsere Werte und unser klares Selbstverständnis nicht nehmen. Wir stehen für Bodenhaftung statt Beliebigkeit, für Identität statt Selbstentfremdung.

Heimat, Familie und Nation statt CSD-Zirkus!
Wir sehen und morgen den 06.09. in Freiberg.

Folgt uns bei Telegram, denn wir vernetzen und informieren den Widerstand! Hier geht's zum Kanal: 
https://t.me/WiderstandinAktion 🥁",-1001180598066,
jungenationalisten:4442,jungenationalisten,4442,2025-09-05T09:33:26+00:00,https://t.me/jungenationalisten/4442,3028,41,"{""👍"": 37, ""❤"": 3, ""👏"": 1}","Material für Aktivisten – Jetzt aktiv werden! 

Alle Bestellungen, die bis heute bezahlt wurden, gehen heute noch zur Post!

👉 Also: Am besten direkt nach der Bestellung bezahlen, damit ihr euer Material ohne Verzögerung in den Händen haltet.

Habt ihr Fragen, Kritik oder Anregungen? Meldet euch jederzeit – wir sind für euch da!

Außerdem: In den nächsten Tagen geht neues, frisches Material online. Schaut also regelmäßig vorbei und sichert euch die neuesten Sachen!

Telefonnummer: 01520-2874572
Telegram: @Freiheitsgedanken01
E-Post: kontakt@frontdienst.de

Vorbeischauen lohnt sich!
->https://frontdienst.de/#

- Material für Aktivisten- 📢💪🏻
Folgt uns: https://t.me/Frontdienst",-1001180598066,
jungenationalisten:4440,jungenationalisten,4440,2025-09-04T09:52:11+00:00,https://t.me/jungenationalisten/4440,3749,39,"{""👍"": 34, ""❤"": 3, ""👏"": 2}","📚 JN-Leitstern - Die weltanschaulichen Grundlagen für die nationalistische Jugend!

Inhalt: Zum Grundverständnis - Die Deutsche Weltanschauung - Die JN als Freiheitsbewegung - Das Gedankenexperiment - Dynamik und Statik / Jung und Alt - Die Revolution: Gewalt oder demokratische Wahlen? - Ist eine Revolution durch Wahlen also realisierbar? - Die Nation als Begriff - Die Jugend: Ein Bund fürs Leben - Gemeinschaft - Bildung - Aktivismus - Nur der Freiheit gehört unser Leben

Das 47-seitiges Druckwerk erklärt verständlich das Wollen und Wirken der nationalistischen Jugendbewegung!

WISSEN – WOLLEN – TAT

➡️ Hier bestellen!

🤝 Faire Versandkosten: Beim Sturmzeichen-Versand zahlt Ihr für Inlandsbestellungen nie mehr als 3,50 € für Porto + Versand!",-1001180598066,
jungenationalisten:4439,jungenationalisten,4439,2025-09-02T16:36:46+00:00,https://t.me/jungenationalisten/4439,3667,59,"{""❤"": 35, ""👍"": 14, ""🔥"": 10}","📢 ""Gegen Repression hilft nur noch mehr Demonstration!"" - Noch elf Tage bis zur nächsten Demo in Münster!

▪️Die Versammlungsbehörde hat auch bei der Demo am 19.07. nicht dazugelernt und hat die Veranstaltung wieder auf schikanöse Weise verzögert. Also war für uns vollkommen klar: Wir kommen wieder!
▪️Diesmal ziehen wir auf einer neuen, längeren Route in Richtung des Polizeipräsidiums - also genau dorthin, wo sich die Rechtsbrecher in Uniform ihre rechtswidrigen Maßnahmen ausdenken!
▪️Sollte die Polizei den Ablauf auch diesmal wieder verzögern wollen, wird es garantiert nicht langweilig: Wir sorgen für ein umfassendes Rahmenprogramm, wozu auch der Live-Auftritt eines Liedermachers gehören wird! Langeweile können dann die Einsatzkräfte schieben, während wir unseren Spaß haben.
▪️Geht mit uns am 13.09. wieder in Münster auf die Straße - Beginn ist um 14 Uhr auf dem Bahnhofsvorplatz!

⚫️🟡 Freundeskreis Siegfried Borchardt",-1001180598066,
jungenationalisten:4438,jungenationalisten,4438,2025-09-01T11:58:31+00:00,https://t.me/jungenationalisten/4438,3221,84,"{""❤"": 58, ""👏"": 13, ""👍"": 7, ""🔥"": 6}","🕯Trauermarsch für Liana in Leinefelde

Im Gedenken an die 16-jährige Liana, die von einem abgelehnten Asylbewerber vor einen Zug gestoßen wurde, rufen Thorsten Heise (HEIMAT) und die Bewegung FREIES THÜRINGEN zu einem Trauermarsch in Leinefelde auf.

 📆Wann? Montag, 1. September, 19 Uhr
 📍Wo?      Leinefelde, Eichsfeld

Dieser überparteiliche Marsch setzt ein Zeichen gegen Gewalt durch illegal eingereiste, abschiebepflichtige Migranten und ehrt Lianas Andenken. 

Patrioten wie Martin Sellner und Björn Höcke (AfD), letzterer lebt im Eichsfeld, sind eingeladen, sich anzuschließen.

📌Kommt zahlreich, um gemeinsam ein starkes Signal für Gerechtigkeit und Sicherheit zu setzen!

#Trauermarsch #Liana #Eichsfeld #Gerechtigkeit

Folgt uns: 👉🏻 t.me/heimat2023",-1001180598066,
jungenationalisten:4434,jungenationalisten,4434,2025-09-01T09:27:15+00:00,https://t.me/jungenationalisten/4434,2928,35,"{""👏"": 24, ""👍"": 6, ""❤"": 5}","🇩🇪 Wahlkampfkundgebungen in Duisburg, Oberhausen und Gelsenkirchen durchgeführt! 📣 

Am 30.08. führte die HEIMAT eine Kundgebungstour zur Wahl des Ruhrparlamentes in den Innenstädten von Duisburg (Portsmouthplatz), Oberhausen (Bahnhofstraße) und Gelsenkirchen (Margarethe-Zingler-Platz) durch. 

Auf den Kundgebungen sprachen verschiedene Redner (Kandidaten und JN-Vertreter) über die Ziele und Forderungen der sozialen Heimatpartei und zudem konnten sich die Passanten am Stand mit Werbe- und Infomaterial eindecken. Ebenfalls konnten viele interessante Bürgergespräche geführt werden. 

In allen Städten konnten die Kundgebungen planmäßig durchgeführt werden, obwohl kleinere Gruppen von Linksextremisten immer mal wieder versuchten, die Wahlkampftour zu stören. Versuche, die im Ergebnis jedoch erfolglos blieben. 


Am 14.09.: HEIMAT ins Ruhrparlament wählen! 🗳️ 

#AusLiebeZurRegion 
#AusLiebeZuDeutschland 

—-
➡️ Kanal folgen und informiert bleiben: @heimatnrw",-1001180598066,
jungenationalisten:4433,jungenationalisten,4433,2025-09-01T08:52:43+00:00,https://t.me/jungenationalisten/4433,3532,34,"{""👍"": 32, ""❤"": 1, ""🔥"": 1}","Wanderung in Nordthüringen 
@jungenationalisten 

Am 27.09.2025 planen wir eine Wanderung in Nordthüringen.
Gemeinsam wollen wir mit euch einen schönen Tag in der Natur und im Bunde der Gemeinschaft verbringen. 

Anmeldeschluss ist Montag, den 22.09.2025!

Junge Nationalisten Thüringen:
Folgt uns bei Telegram!",-1001180598066,
jungenationalisten:4432,jungenationalisten,4432,2025-08-29T06:45:18+00:00,https://t.me/jungenationalisten/4432,4249,63,"{""❤"": 47, ""👍"": 15, ""🔥"": 1}","„FLAK“ bringt es auf den Punkt – „Bullen kein Wort“

Wir holen diesen alten Beitrag noch einmal aus unserem Blogarchiv - aus Gründen 😉

Aus einem Lied eine kleine Rechtsschulung machen; daran haben sich Phil und seine Männer von „FLAK“ versucht. Und was soll man sagen? Es ist ihnen mehr als gelungen! Schon beim erstmaligen Hören von „Bullen kein Wort“ geht nicht nur der Refrain tief ins Ohr. Auch die Botschaft „Brüder schweigen“ sollte sich beim Hörer so festsetzen, dass man bei der nächsten Vernehmung, der man ausgesetzt wird, sich an genau dieses Lied erinnert und dessen Inhalt befolgt. 

Dein Schweigen hat eine wichtige Bedeutung im rechtlichen Prozess. Nur wenn du vollständig schweigst, darf dies nicht zu deinem Nachteil ausgelegt werden. Sobald du aber auch nur eine Kleinigkeit sagst, kann dies als Beweismittel verwendet werden, und das Gericht kann daraus Schlüsse ziehen.

Weiterlesen und das Video ansehen:
https://www.s-f-n.org/blogs/kurzmitteilungen/flak-bringt-es-auf-den-punkt-bullen-kein-wort

Folge unserem Kanal für weitere @Sicherheitshinweise",-1001180598066,
jungenationalisten:4431,jungenationalisten,4431,2025-08-28T12:16:40+00:00,https://t.me/jungenationalisten/4431,4048,48,"{""🔥"": 35, ""👍"": 10, ""👏"": 2, ""❤"": 1}","📣 Hallo Ruhrgebiet 📣 

Am 30.08. führt die HEIMAT ihre erste „Tour de Ruhr“ zur Ruhrwahl 2025 durch. 

In Duisburg, Oberhausen und Gelsenkirchen haben die Bürger die Möglichkeit, sich über die Ziele und Forderungen einer wirklichen Alternative zu den verbrauchten Altparteien zu informieren. Halten Sie die Augen offen und sprechen Sie unsere Wahlkämpfer vor Ort einfach an. 

Am 14.09.: HEIMAT ins Ruhrparlament wählen! 🗳️ 

#AusLiebeZurRegion 
#AusLiebeZuDeutschland 

—-
➡️ Kanal folgen und informiert bleiben: @heimatnrw",-1001180598066,
jungenationalisten:4430,jungenationalisten,4430,2025-08-27T15:29:39+00:00,https://t.me/jungenationalisten/4430,3460,67,"{""❤"": 50, ""👍"": 10, ""🔥"": 7}","Theodor Körner (1791–1813) wuchs in Dresden in einem Umfeld bedeutender Dichter und Denker auf. Früh zeigte er künstlerisches Talent in Musik, Zeichnung und Dichtung. Nach Studien in Freiberg und Wien schrieb er Stücke fürs Burgtheater und verlobte sich 1812 mit Schauspielerin Antonie Adamberger.

1813 trat er dem Lützowschen Freikorps im Kampf gegen Napoleon bei, schrieb inspirierende Freiheitslieder und Gedichte und kämpfte aktiv an der Front. Am 26. August 1813 fiel er bei Gadebusch im Alter von 22 Jahren. Sein posthum veröffentlichter Band „Leyer und Schwert“ machte ihn zum Symbol des deutschen Freiheitskampfes.

Folgt uns bei Telegram, denn wir vernetzen und informieren den Widerstand! Hier geht's zum Kanal: 
https://t.me/WiderstandinAktion 🥁",-1001180598066,
jungenationalisten:4428,jungenationalisten,4428,2025-08-27T08:29:05+00:00,https://t.me/jungenationalisten/4428,3305,52,"{""❤"": 41, ""👍"": 7, ""🔥"": 4}","🕯️ Aufkleber: Zum 212. Todestag Theodor Körners

Carl Theodor Körner war ein deutscher Schriftsteller und Freiheitskämpfer. 

Theodor Körner, einer der größten Söhne Dresdens, starb mit nur 22 Jahren im Freiheitskampf gegen die Feinde Deutschlands. Dichter und Kämpfer zugleich, wurde er zum Symbol des Widerstands.

Seine Freiheitslieder stärkten den Mut seiner Zeitgenossen – und geben bis heute Kraft in dunklen Stunden. Sein Opfer bleibt uns Mahnung, seinen Glauben an Deutschland nicht aufzugeben.

“Frisch auf, mein Volk, die Flammenzeichen rauchen!”

Bestellung einfach direkt hier:
-> 💥 https://frontdienst.de/product/theodor-koerner-aufkleber/

- Material für Aktivisten- 📢💪🏻
Folgt uns: https://t.me/Frontdienst",-1001180598066,
jungenationalisten:4426,jungenationalisten,4426,2025-08-26T14:46:25+00:00,https://t.me/jungenationalisten/4426,3837,75,"{""👍"": 51, ""❤"": 15, ""🔥"": 9}","📢 Kommt am Freitag, den 29. August, zum Offenen Abend von HEIMAT Dortmund und HEIMAT-Jugend in Dorstfeld!

🤝 Der Offene Abend steht diesmal unter dem Motto ""EK Jungnationale"" - EK steht für ""Entspanntes Kennenlernen""!

Wir möchten unsere jungen Kameraden auch ausdrücklich dazu einladen, Eure Eltern zum Offenen Abend mitzubringen! Viele Eltern möchten es sich natürlich gerne mal anschauen, wo ihre Söhne und Töchter ihre Freizeit verbringen und auch die Eltern von anderen jungen Kameraden kennenlernen. Also sprecht Eure Eltern und andere Familienangehörige einfach mal an, ob sie diesen Freitag mitkommen wollen!

Adresse auf Anfrage: Telegram-Kontaktprofil @HeimatDo oder Threema BFCB9TW2

Komm auch DU 🫵🏼 zum Offenen Abend und vernetze Dich! Tauscht Euch aus, informiert Euch über unsere Ziele/Forderungen und verbringt einen angenehmen Abend im Kreise von stabilen Deutschen.

Private Veranstaltung +++ Kein Zutritt für Presse, Antifa & Co.!

⚫️🟡 HEIMAT Dortmund - @dortmundsrechte",-1001180598066,
